name,date,mean,sitename,greenhouse,city,cultivar_id
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 41 E,FALSE,Maricopa,6000000022
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 42 E,FALSE,Maricopa,6000000001
canopy_height,2016-05-31T07:00:00Z,27,MAC Field Scanner Season 1 Field Plot 42 W,FALSE,Maricopa,6000000001
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 43 E,FALSE,Maricopa,6000000120
canopy_height,2016-05-31T07:00:00Z,18,MAC Field Scanner Season 1 Field Plot 43 W,FALSE,Maricopa,6000000120
canopy_height,2016-05-31T07:00:00Z,26,MAC Field Scanner Season 1 Field Plot 44 E,FALSE,Maricopa,6000000028
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 44 W,FALSE,Maricopa,6000000028
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 45 E,FALSE,Maricopa,6000000042
canopy_height,2016-05-31T07:00:00Z,24,MAC Field Scanner Season 1 Field Plot 45 W,FALSE,Maricopa,6000000042
canopy_height,2016-05-31T07:00:00Z,21,MAC Field Scanner Season 1 Field Plot 46 W,FALSE,Maricopa,6000000091
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 46 E,FALSE,Maricopa,6000000091
canopy_height,2016-05-31T07:00:00Z,26,MAC Field Scanner Season 1 Field Plot 47 W,FALSE,Maricopa,6000000030
canopy_height,2016-05-31T07:00:00Z,29,MAC Field Scanner Season 1 Field Plot 47 E,FALSE,Maricopa,6000000030
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 63 W,FALSE,Maricopa,6000000024
canopy_height,2016-05-31T07:00:00Z,27,MAC Field Scanner Season 1 Field Plot 63 E,FALSE,Maricopa,6000000024
canopy_height,2016-05-31T07:00:00Z,20,MAC Field Scanner Season 1 Field Plot 62 W,FALSE,Maricopa,6000000014
canopy_height,2016-05-31T07:00:00Z,17,MAC Field Scanner Season 1 Field Plot 62 E,FALSE,Maricopa,6000000014
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 61 W,FALSE,Maricopa,6000000071
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 61 E,FALSE,Maricopa,6000000071
canopy_height,2016-05-31T07:00:00Z,24,MAC Field Scanner Season 1 Field Plot 60 E,FALSE,Maricopa,6000000013
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 60 W,FALSE,Maricopa,6000000013
canopy_height,2016-05-31T07:00:00Z,27,MAC Field Scanner Season 1 Field Plot 59 E,FALSE,Maricopa,6000000041
canopy_height,2016-05-31T07:00:00Z,26,MAC Field Scanner Season 1 Field Plot 59 W,FALSE,Maricopa,6000000041
canopy_height,2016-05-31T07:00:00Z,21,MAC Field Scanner Season 1 Field Plot 58 W,FALSE,Maricopa,6000000116
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 58 E,FALSE,Maricopa,6000000116
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 57 W,FALSE,Maricopa,6000000067
canopy_height,2016-05-31T07:00:00Z,31,MAC Field Scanner Season 1 Field Plot 57 E,FALSE,Maricopa,6000000067
canopy_height,2016-05-31T07:00:00Z,35,MAC Field Scanner Season 1 Field Plot 56 W,FALSE,Maricopa,6000000018
canopy_height,2016-05-31T07:00:00Z,36,MAC Field Scanner Season 1 Field Plot 56 E,FALSE,Maricopa,6000000018
canopy_height,2016-05-31T07:00:00Z,29,MAC Field Scanner Season 1 Field Plot 55 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 55 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 54 E,FALSE,Maricopa,6000000050
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 54 W,FALSE,Maricopa,6000000050
canopy_height,2016-05-31T07:00:00Z,27,MAC Field Scanner Season 1 Field Plot 53 E,FALSE,Maricopa,6000000063
canopy_height,2016-05-31T07:00:00Z,31,MAC Field Scanner Season 1 Field Plot 53 W,FALSE,Maricopa,6000000063
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 52 E,FALSE,Maricopa,6000000104
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 52 W,FALSE,Maricopa,6000000104
canopy_height,2016-05-31T07:00:00Z,21,MAC Field Scanner Season 1 Field Plot 51 E,FALSE,Maricopa,6000000123
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 51 W,FALSE,Maricopa,6000000123
canopy_height,2016-05-31T07:00:00Z,32,MAC Field Scanner Season 1 Field Plot 50 W,FALSE,Maricopa,6000000126
canopy_height,2016-05-31T07:00:00Z,33,MAC Field Scanner Season 1 Field Plot 50 E,FALSE,Maricopa,6000000126
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 66 E,FALSE,Maricopa,6000000074
canopy_height,2016-05-31T07:00:00Z,26,MAC Field Scanner Season 1 Field Plot 66 W,FALSE,Maricopa,6000000074
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 67 W,FALSE,Maricopa,6000000009
canopy_height,2016-05-31T07:00:00Z,17,MAC Field Scanner Season 1 Field Plot 67 E,FALSE,Maricopa,6000000009
canopy_height,2016-05-31T07:00:00Z,19,MAC Field Scanner Season 1 Field Plot 68 W,FALSE,Maricopa,6000000021
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 68 E,FALSE,Maricopa,6000000021
canopy_height,2016-05-31T07:00:00Z,30,MAC Field Scanner Season 1 Field Plot 69 W,FALSE,Maricopa,6000000092
canopy_height,2016-05-31T07:00:00Z,31,MAC Field Scanner Season 1 Field Plot 69 E,FALSE,Maricopa,6000000092
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 70 W,FALSE,Maricopa,6000000038
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 70 E,FALSE,Maricopa,6000000038
canopy_height,2016-05-31T07:00:00Z,17,MAC Field Scanner Season 1 Field Plot 71 W,FALSE,Maricopa,6000000032
canopy_height,2016-05-31T07:00:00Z,16,MAC Field Scanner Season 1 Field Plot 71 E,FALSE,Maricopa,6000000032
canopy_height,2016-05-31T07:00:00Z,20,MAC Field Scanner Season 1 Field Plot 72 E,FALSE,Maricopa,6000000108
canopy_height,2016-05-31T07:00:00Z,21,MAC Field Scanner Season 1 Field Plot 72 W,FALSE,Maricopa,6000000108
canopy_height,2016-05-31T07:00:00Z,24,MAC Field Scanner Season 1 Field Plot 73 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,24,MAC Field Scanner Season 1 Field Plot 73 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,33,MAC Field Scanner Season 1 Field Plot 74 W,FALSE,Maricopa,6000000124
canopy_height,2016-05-31T07:00:00Z,35,MAC Field Scanner Season 1 Field Plot 74 E,FALSE,Maricopa,6000000124
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 75 E,FALSE,Maricopa,6000000087
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 75 W,FALSE,Maricopa,6000000087
canopy_height,2016-05-31T07:00:00Z,34,MAC Field Scanner Season 1 Field Plot 76 W,FALSE,Maricopa,6000000034
canopy_height,2016-05-31T07:00:00Z,38,MAC Field Scanner Season 1 Field Plot 76 E,FALSE,Maricopa,6000000034
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 77 E,FALSE,Maricopa,6000000090
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 77 W,FALSE,Maricopa,6000000090
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 78 W,FALSE,Maricopa,6000000023
canopy_height,2016-05-31T07:00:00Z,37,MAC Field Scanner Season 1 Field Plot 78 E,FALSE,Maricopa,6000000023
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 79 W,FALSE,Maricopa,6000000053
canopy_height,2016-05-31T07:00:00Z,31,MAC Field Scanner Season 1 Field Plot 79 E,FALSE,Maricopa,6000000053
canopy_height,2016-05-31T07:00:00Z,29,MAC Field Scanner Season 1 Field Plot 95 W,FALSE,Maricopa,6000000128
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 95 E,FALSE,Maricopa,6000000128
canopy_height,2016-05-31T07:00:00Z,24,MAC Field Scanner Season 1 Field Plot 94 W,FALSE,Maricopa,6000000012
canopy_height,2016-05-31T07:00:00Z,21,MAC Field Scanner Season 1 Field Plot 94 E,FALSE,Maricopa,6000000012
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 93 W,FALSE,Maricopa,6000000078
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 93 E,FALSE,Maricopa,6000000078
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 92 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,30,MAC Field Scanner Season 1 Field Plot 92 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,28,MAC Field Scanner Season 1 Field Plot 91 W,FALSE,Maricopa,6000000015
